DISTRICT,YEAR,Rainfall,AvgTemp,RelativeHumidity,SoilTemp,Sand,PHLevel,Phosohorus,Potassium,Clay,PRODUCTION,ProductionArea
Nawalparasi,2016,1759.55,22.4525,56.98333333333333,21.594166666666663,49.401,6.257,57.985,256.365,14.686,46820.25,18490.2
Nawalparasi,2017,1762.07,22.475,58.8625,21.70083333333333,49.401,6.257,57.985,256.365,14.686,46820.25,18490.2
Nawalparasi,2018,48.75,21.76833333333333,57.9275,21.099166666666665,49.401,6.257,57.985,256.365,14.686,46820.25,18490.2
Nawalparasi,2019,58.56,21.69833333333333,62.67583333333334,21.110833333333336,49.401,6.257,57.985,256.365,14.686,46820.25,18490.2
Nuwakot,2003,480.89,17.095,50.97916666666666,16.8775,47.021,5.91,139.135,366.375,14.628,12568.0,6225.0
Nuwakot,2004,1241.72,16.360833333333336,61.60916666666666,15.723333333333334,47.021,5.91,139.135,366.375,14.628,16120.0,6468.0
Nuwakot,2005,1066.27,16.576666666666664,59.26666666666667,15.925,47.021,5.91,139.135,366.375,14.628,15100.0,6468.0
Nuwakot,2006,1096.05,16.74083333333333,61.005,16.136666666666667,47.021,5.91,139.135,366.375,14.628,12597.0,6145.0
Nuwakot,2007,1182.71,16.348333333333333,64.04,15.705,47.021,5.91,139.135,366.375,14.628,12597.0,6145.0
Nuwakot,2008,1314.43,16.345833333333335,64.14416666666666,15.849166666666669,47.021,5.91,139.135,366.375,14.628,11447.0,5451.0
Nuwakot,2009,869.93,17.1725,55.50416666666666,16.659166666666668,47.021,5.91,139.135,366.375,14.628,11447.0,5451.0
Nuwakot,2010,1006.37,17.321666666666665,57.76833333333334,16.91,47.021,5.91,139.135,366.375,14.628,15062.0,5477.0
Nuwakot,2011,1084.54,16.229166666666668,63.781666666666666,15.731666666666667,47.021,5.91,139.135,366.375,14.628,15102.0,5475.0
Nuwakot,2012,1006.99,16.474999999999998,56.682500000000005,15.956666666666669,47.021,5.91,139.135,366.375,14.628,15062.0,5477.0
Nuwakot,2013,1423.04,16.229166666666668,64.50666666666667,15.648333333333332,47.021,5.91,139.135,366.375,14.628,17500.0,5470.0
Nuwakot,2014,1370.14,16.588333333333335,63.57750000000001,15.847499999999998,47.021,5.91,139.135,366.375,14.628,14504.0,4547.0
Nuwakot,2015,1276.56,16.655833333333334,64.49583333333334,15.972499999999998,47.021,5.91,139.135,366.375,14.628,14092.166666666666,5289.2
Nuwakot,2016,1210.85,17.2525,61.5425,16.434166666666666,47.021,5.91,139.135,366.375,14.628,14092.166666666666,5289.2
Nuwakot,2017,1171.5800000000002,17.2,62.9375,16.518333333333334,47.021,5.91,139.135,366.375,14.628,14092.166666666666,5289.2
Nuwakot,2018,33.52,16.584166666666665,61.57083333333333,16.05,47.021,5.91,139.135,366.375,14.628,14092.166666666666,5289.2
Nuwakot,2019,43.6,16.549166666666668,65.82166666666667,16.016666666666666,47.021,5.91,139.135,366.375,14.628,14092.166666666666,5289.2
Okhaldhunga,2003,569.48,15.993333333333332,56.19833333333333,15.834166666666668,57.275,6.061,117.235,360.235,13.372,3750.0,2375.0
Okhaldhunga,2004,984.02,15.580833333333333,63.649166666666666,15.174166666666666,57.275,6.061,117.235,360.235,13.372,3582.0,1895.0
Okhaldhunga,2005,887.29,15.788333333333334,60.91,15.353333333333332,57.275,6.061,117.235,360.235,13.372,4004.0,2860.0
Okhaldhunga,2006,845.35,16.06083333333333,61.46666666666667,15.735,57.275,6.061,117.235,360.235,13.372,4140.0,2855.0
Okhaldhunga,2007,961.33,15.654166666666669,64.97916666666667,15.2925,57.275,6.061,117.235,360.235,13.372,4140.0,2855.0
Okhaldhunga,2008,909.33,15.636666666666663,65.05416666666666,15.38,57.275,6.061,117.235,360.235,13.372,3519.0,2807.0
Okhaldhunga,2009,717.62,16.331666666666667,56.97916666666666,16.0225,57.275,6.061,117.235,360.235,13.372,3519.0,2807.0
Okhaldhunga,2010,952.0,16.2375,61.13666666666666,15.890833333333331,57.275,6.061,117.235,360.235,13.372,5648.0,2842.0
Okhaldhunga,2011,1022.45,15.344166666666666,66.67583333333333,14.913333333333334,57.275,6.061,117.235,360.235,13.372,4825.0,2425.0
Okhaldhunga,2012,826.29,15.625833333333333,57.64166666666667,15.140833333333331,57.275,6.061,117.235,360.235,13.372,5031.0,2490.0
Okhaldhunga,2013,1111.71,15.671666666666669,62.75,15.219166666666666,57.275,6.061,117.235,360.235,13.372,4757.0,2241.0
Okhaldhunga,2014,904.32,15.945833333333333,62.82416666666666,15.441666666666668,57.275,6.061,117.235,360.235,13.372,4494.0,2365.0
Okhaldhunga,2015,1137.19,15.919166666666667,66.12166666666667,15.345,57.275,6.061,117.235,360.235,13.372,4284.083333333333,2472.6
Okhaldhunga,2016,1232.81,16.345000000000002,65.96666666666667,15.5325,57.275,6.061,117.235,360.235,13.372,4284.083333333333,2472.6
Okhaldhunga,2017,1072.21,16.18166666666667,66.99333333333333,15.499166666666667,57.275,6.061,117.235,360.235,13.372,4284.083333333333,2472.6
Okhaldhunga,2018,30.73,15.630833333333332,64.95333333333333,15.078333333333331,57.275,6.061,117.235,360.235,13.372,4284.083333333333,2472.6
Okhaldhunga,2019,37.120000000000005,15.755833333333332,67.05416666666666,15.328333333333331,57.275,6.061,117.235,360.235,13.372,4284.083333333333,2472.6
Palpa,2003,556.51,22.6975,45.96083333333333,22.530833333333334,47.675,6.526,39.365,172.256,15.414,12803.0,5970.0
Palpa,2004,1291.55,21.993333333333336,54.55916666666667,21.500833333333333,47.675,6.526,39.365,172.256,15.414,12803.0,5940.0
Palpa,2005,1336.1799999999998,22.15083333333333,54.57583333333333,21.679166666666664,47.675,6.526,39.365,172.256,15.414,11830.0,5975.0
Palpa,2006,1311.24,21.97583333333333,57.11333333333334,21.416666666666668,47.675,6.526,39.365,172.256,15.414,12150.0,6230.0
Palpa,2007,1559.44,21.6175,59.74583333333334,21.0675,47.675,6.526,39.365,172.256,15.414,12150.0,6230.0
Palpa,2008,1916.88,21.5325,61.094166666666666,20.981666666666666,47.675,6.526,39.365,172.256,15.414,9903.0,6235.0
Palpa,2009,1174.9,22.405,53.120000000000005,21.871666666666663,47.675,6.526,39.365,172.256,15.414,13405.0,6235.0
Palpa,2010,1284.15,22.7525,54.5375,22.354166666666668,47.675,6.526,39.365,172.256,15.414,13425.0,6235.0
Palpa,2011,1381.69,21.574166666666667,59.215,21.139166666666664,47.675,6.526,39.365,172.256,15.414,13422.0,6230.0
Palpa,2012,1463.67,21.911666666666665,54.7725,21.361666666666665,47.675,6.526,39.365,172.256,15.414,13737.0,6240.0
Palpa,2013,1975.53,21.35083333333333,63.469166666666666,20.74833333333333,47.675,6.526,39.365,172.256,15.414,13853.0,6200.0
Palpa,2014,1884.76,21.86916666666667,59.71,21.13,47.675,6.526,39.365,172.256,15.414,14040.0,6240.0
Palpa,2015,1735.63,22.08833333333333,59.035,21.329166666666666,47.675,6.526,39.365,172.256,15.414,12793.416666666666,6229.0
Palpa,2016,1775.65,22.57333333333333,56.531666666666666,21.74833333333333,47.675,6.526,39.365,172.256,15.414,12793.416666666666,6229.0
Palpa,2017,1774.3,22.626666666666665,58.37083333333334,21.89333333333333,47.675,6.526,39.365,172.256,15.414,12793.416666666666,6229.0
Palpa,2018,50.43,21.874166666666667,57.8475,21.235833333333336,47.675,6.526,39.365,172.256,15.414,12793.416666666666,6229.0
Palpa,2019,57.72,21.8425,62.19916666666666,21.31416666666667,47.675,6.526,39.365,172.256,15.414,12793.416666666666,6229.0
Panchthar,2003,827.39,13.8325,64.35166667,13.567537234873964,60.245,6.125,107.126,405.325,15.787,5900.0,4100.0
Panchthar,2004,1027.24,13.68833333,68.73666667,14.126813265254306,60.245,6.125,107.126,405.325,15.787,7380.0,4100.0
Panchthar,2005,1044.38,13.86916667,66.66583333,13.761377425482207,60.245,6.125,107.126,405.325,15.787,7000.0,4100.0
Panchthar,2006,950.16,14.18083333,66.315,13.712653859402549,60.245,6.125,107.126,405.325,15.787,7410.0,4115.0
Panchthar,2007,1143.58,13.83666667,69.25083333,13.87461957232432,60.245,6.125,107.126,405.325,15.787,7410.0,4115.0
Panchthar,2008,1045.99,13.75166667,70.07,13.795154844395372,60.245,6.125,107.126,405.325,15.787,6300.0,4130.0
Panchthar,2009,988.8,14.20416667,64.31666667,13.773392483876778,60.245,6.125,107.126,405.325,15.787,6300.0,4130.0
Panchthar,2010,1396.19,14.19916667,66.74666667,13.906923521163748,60.245,6.125,107.126,405.325,15.787,7400.0,4000.0
Panchthar,2011,1338.1,13.4775,71.69666667,13.305904366691816,60.245,6.125,107.126,405.325,15.787,7580.0,4000.0
Panchthar,2012,1041.1,13.68416667,63.58166667,13.342513149125342,60.245,6.125,107.126,405.325,15.787,7632.0,3995.0
Panchthar,2013,1412.12,13.94083333,66.5725,13.947949595133082,60.245,6.125,107.126,405.325,15.787,6732.0,3120.0
Panchthar,2014,1044.58,14.12333333,67.73416667,14.521003879560697,60.245,6.125,107.126,405.325,15.787,6494.0,3912.0
Panchthar,2015,1271.21,14.105,71.48583333,13.796489764591554,60.245,6.125,107.126,405.325,15.787,6961.5,3805.4
Panchthar,2016,1431.7,14.55333333,70.15916667,14.554085485681552,60.245,6.125,107.126,405.325,15.787,6961.5,3805.4
Panchthar,2017,1269.82,14.355,71.59583333,14.013063399672998,60.245,6.125,107.126,405.325,15.787,6961.5,3805.4
Panchthar,2018,1269.82,14.355,71.59583333,14.285983035651332,60.245,6.125,107.126,405.325,15.787,6961.5,3805.4
Panchthar,2019,1269.82,14.355,71.59583333,14.5500963247602,60.245,6.125,107.126,405.325,15.787,6961.5,3805.4
Parbat,2003,472.58,14.13,51.48083333333333,13.785000000000002,42.223,6.008,115.654,156.325,11.959,5100.0,3400.0
Parbat,2004,1213.16,13.720833333333331,60.281666666666666,13.027500000000002,42.223,6.008,115.654,156.325,11.959,5100.0,3400.0
Parbat,2005,1195.52,13.5,60.51,12.731666666666667,42.223,6.008,115.654,156.325,11.959,5100.0,3400.0
Parbat,2006,1188.11,13.8125,63.05916666666667,13.003333333333332,42.223,6.008,115.654,156.325,11.959,4580.0,3560.0
Parbat,2007,1383.27,13.485,64.99166666666666,12.61,42.223,6.008,115.654,156.325,11.959,4580.0,3560.0
Parbat,2008,1670.5,13.43,65.34833333333333,12.735833333333334,42.223,6.008,115.654,156.325,11.959,3693.0,350.0
Parbat,2009,1054.82,14.099166666666669,58.524166666666666,13.346666666666666,42.223,6.008,115.654,156.325,11.959,6734.0,2915.0
Parbat,2010,1106.79,14.413333333333334,59.15,13.840833333333334,42.223,6.008,115.654,156.325,11.959,6773.0,2915.0
Parbat,2011,1262.37,13.408333333333331,64.91,12.800833333333337,42.223,6.008,115.654,156.325,11.959,6665.0,2915.0
Parbat,2012,1427.02,13.508333333333333,59.870000000000005,12.8275,42.223,6.008,115.654,156.325,11.959,6522.0,2605.0
Parbat,2013,1894.38,13.311666666666667,68.26083333333334,12.485833333333334,42.223,6.008,115.654,156.325,11.959,6044.0,2604.0
Parbat,2014,1982.8,13.573333333333332,65.85416666666667,12.609166666666669,42.223,6.008,115.654,156.325,11.959,6238.0,2615.0
Parbat,2015,1963.95,13.37,68.5925,12.293333333333337,42.223,6.008,115.654,156.325,11.959,5594.083333333333,2730.8
Parbat,2016,1910.03,14.219166666666666,63.93333333333334,13.121666666666668,42.223,6.008,115.654,156.325,11.959,5594.083333333333,2730.8
Parbat,2017,1879.02,13.98,66.7975,12.988333333333337,42.223,6.008,115.654,156.325,11.959,5594.083333333333,2730.8
Parbat,2018,52.35,13.473333333333334,66.19083333333333,12.5875,42.223,6.008,115.654,156.325,11.959,5594.083333333333,2730.8
Parbat,2019,61.67,13.2375,69.73,12.347500000000002,42.223,6.008,115.654,156.325,11.959,5594.083333333333,2730.8
Parsa,2003,1300.0,22.0,55.0,21.77237841172857,46.976,6.245,56.36,250.365,15.043,59625.0,22500.0
Parsa,2004,1250.0,21.0,56.0,21.0391347294607,46.976,6.245,56.36,250.365,15.043,63700.0,23250.0
Parsa,2005,1620.0,23.0,54.0,23.19954658527265,46.976,6.245,56.36,250.365,15.043,60536.0,23500.0
Parsa,2006,1890.0,24.0,58.0,24.279209930021626,46.976,6.245,56.36,250.365,15.043,69600.0,24000.0
Parsa,2007,1452.0,25.0,52.0,25.123711824700248,46.976,6.245,56.36,250.365,15.043,72775.0,23650.0
Parsa,2008,1354.0,25.0,53.0,24.83966792458087,46.976,6.245,56.36,250.365,15.043,69770.0,23600.0
Parsa,2009,1654.0,24.0,51.0,23.57253879714906,46.976,6.245,56.36,250.365,15.043,75700.0,23600.0
Parsa,2010,1234.0,21.0,52.0,20.70004449275845,46.976,6.245,56.36,250.365,15.043,75700.0,23600.0
Parsa,2011,1325.0,23.0,52.0,22.52847318943553,46.976,6.245,56.36,250.365,15.043,82600.0,23600.0
Parsa,2012,1254.0,26.0,51.0,25.520193219291368,46.976,6.245,56.36,250.365,15.043,81600.0,23650.0
Parsa,2013,1354.0,24.0,54.0,23.942242801469128,46.976,6.245,56.36,250.365,15.043,80680.0,23600.0
Parsa,2014,1564.0,21.0,56.0,21.21217600033813,46.976,6.245,56.36,250.365,15.043,79100.0,22600.0
Parsa,2015,1654.0,23.0,56.0,22.9969782414038,46.976,6.245,56.36,250.365,15.043,72615.5,23410.0
Parsa,2016,1698.0,22.0,54.0,21.85226900321709,46.976,6.245,56.36,250.365,15.043,72615.5,23410.0
Parsa,2017,1548.0,25.0,58.0,25.057844998204764,46.976,6.245,56.36,250.365,15.043,72615.5,23410.0
Parsa,2018,1548.0,25.0,58.0,25.15639533206597,46.976,6.245,56.36,250.365,15.043,72615.5,23410.0
Parsa,2019,1548.0,25.0,58.0,24.669015685284307,46.976,6.245,56.36,250.365,15.043,72615.5,23410.0
Pyuthan,2003,2451.0,22.0,57.0,22.03367751482802,46.038,6.689,158.584,466.028,8.019,16650.0,8455.0
Pyuthan,2004,2140.0,25.0,54.0,24.578363381534647,46.038,6.689,158.584,466.028,8.019,18640.0,8655.0
Pyuthan,2005,2410.0,23.0,58.0,23.42657093365659,46.038,6.689,158.584,466.028,8.019,15640.0,8655.0
Pyuthan,2006,2140.0,24.0,59.0,24.469237989645386,46.038,6.689,158.584,466.028,8.019,12543.0,8650.0
Pyuthan,2007,2310.0,26.0,55.0,25.825511404649173,46.038,6.689,158.584,466.028,8.019,16635.0,8650.0
Pyuthan,2008,2150.0,22.0,56.0,22.469878478194232,46.038,6.689,158.584,466.028,8.019,11877.0,8650.0
Pyuthan,2009,2140.0,24.0,52.0,24.189628741025096,46.038,6.689,158.584,466.028,8.019,15580.0,8650.0
Pyuthan,2010,1698.0,23.0,54.0,23.47966371663561,46.038,6.689,158.584,466.028,8.019,15590.0,8655.0
Pyuthan,2011,1982.0,21.0,53.0,21.027705316104807,46.038,6.689,158.584,466.028,8.019,19206.0,8650.0
Pyuthan,2012,1962.0,25.0,52.0,24.92700070406121,46.038,6.689,158.584,466.028,8.019,19465.0,8650.0
Pyuthan,2013,1985.0,21.0,51.0,21.13284491925137,46.038,6.689,158.584,466.028,8.019,20760.0,8640.0
Pyuthan,2014,1689.0,25.0,56.0,24.580919211139594,46.038,6.689,158.584,466.028,8.019,20500.0,8650.0
Pyuthan,2015,2012.0,26.0,52.0,26.337373527049927,46.038,6.689,158.584,466.028,8.019,16923.833333333332,8649.0
Pyuthan,2016,2032.0,21.0,53.0,21.33898110507802,46.038,6.689,158.584,466.028,8.019,16923.833333333332,8649.0
Pyuthan,2017,2321.0,25.0,54.0,24.64330218096667,46.038,6.689,158.584,466.028,8.019,16923.833333333332,8649.0
Pyuthan,2018,2321.0,25.0,54.0,25.233921993676425,46.038,6.689,158.584,466.028,8.019,16923.833333333332,8649.0
Pyuthan,2019,2321.0,25.0,54.0,24.618232503576657,46.038,6.689,158.584,466.028,8.019,16923.833333333332,8649.0
Ramechhap,2003,1700.0,25.0,53.0,24.59702288543545,53.918,6.102,121.204,390.919,13.135,6650.0,3790.0
Ramechhap,2004,1520.0,26.0,54.0,25.797144188558,53.918,6.102,121.204,390.919,13.135,9515.0,4598.0
Ramechhap,2005,1420.0,24.0,52.0,24.02240354157048,53.918,6.102,121.204,390.919,13.135,10555.0,4798.0
Ramechhap,2006,1620.0,25.0,54.0,24.883613573780387,53.918,6.102,121.204,390.919,13.135,9080.0,4803.0
Ramechhap,2007,1530.0,25.0,52.0,24.5861882700342,53.918,6.102,121.204,390.919,13.135,9080.0,4803.0
Ramechhap,2008,1470.0,23.0,53.0,22.81268563749816,53.918,6.102,121.204,390.919,13.135,7060.0,4803.0
Ramechhap,2009,1895.0,22.0,56.0,21.94982122262992,53.918,6.102,121.204,390.919,13.135,7060.0,4803.0
Ramechhap,2010,1542.0,21.0,54.0,20.744700227198653,53.918,6.102,121.204,390.919,13.135,9013.0,4820.0
Ramechhap,2011,1254.0,26.0,52.0,26.09682437196212,53.918,6.102,121.204,390.919,13.135,8292.0,4458.0
Ramechhap,2012,1254.0,28.0,51.0,28.04016958065746,53.918,6.102,121.204,390.919,13.135,8180.0,4470.0
Ramechhap,2013,1654.0,27.0,57.0,26.557922938547257,53.918,6.102,121.204,390.919,13.135,8716.0,4460.0
Ramechhap,2014,1985.0,24.0,58.0,24.195400621076743,53.918,6.102,121.204,390.919,13.135,9120.0,4750.0
Ramechhap,2015,1965.0,25.0,59.0,24.788171904244845,53.918,6.102,121.204,390.919,13.135,8526.75,4591.6
Ramechhap,2016,1852.0,24.0,56.0,24.34617192976086,53.918,6.102,121.204,390.919,13.135,8526.75,4591.6
Ramechhap,2017,1654.0,26.0,52.0,25.945070248574183,53.918,6.102,121.204,390.919,13.135,8526.75,4591.6
Ramechhap,2018,1654.0,26.0,52.0,26.402617771567314,53.918,6.102,121.204,390.919,13.135,8526.75,4591.6
Ramechhap,2019,1654.0,26.0,52.0,26.238325729620545,53.918,6.102,121.204,390.919,13.135,8526.75,4591.6
Rasuwa,2003,362.82,6.460833333333333,57.060833333333335,6.855833333333333,44.469,6.31,242.532,504.135,8.358,1615.0,850.0
Rasuwa,2004,996.77,6.151666666666667,66.675,6.164166666666667,44.469,6.31,242.532,504.135,8.358,1641.0,882.0
Rasuwa,2005,831.4100000000001,5.766666666666667,65.66083333333334,5.6375,44.469,6.31,242.532,504.135,8.358,1641.0,882.0
Rasuwa,2006,831.98,6.646666666666667,65.45833333333333,6.767500000000001,44.469,6.31,242.532,504.135,8.358,1500.0,882.0
Rasuwa,2007,910.07,6.1866666666666665,68.2975,6.004166666666666,44.469,6.31,242.532,504.135,8.358,1500.0,882.0
Rasuwa,2008,960.4,6.201666666666667,67.33333333333333,6.395,44.469,6.31,242.532,504.135,8.358,1393.0,842.0
Rasuwa,2009,648.55,6.793333333333333,60.06583333333333,7.076666666666667,44.469,6.31,242.532,504.135,8.358,1393.0,842.0
Rasuwa,2010,798.6700000000001,6.954999999999999,62.16083333333333,7.291666666666667,44.469,6.31,242.532,504.135,8.358,1258.0,850.0
Rasuwa,2011,826.06,6.170000000000001,68.02666666666667,6.380833333333334,44.469,6.31,242.532,504.135,8.358,1645.0,700.0
Rasuwa,2012,808.53,5.883333333333333,61.93083333333334,6.093333333333334,44.469,6.31,242.532,504.135,8.358,1720.0,680.0
Rasuwa,2013,1181.8,6.046666666666667,69.23166666666667,5.944166666666667,44.469,6.31,242.532,504.135,8.358,1856.0,740.0
Rasuwa,2014,1199.1,6.120833333333334,70.22500000000001,5.985,44.469,6.31,242.532,504.135,8.358,1507.0,735.0
Rasuwa,2015,1112.36,6.0616666666666665,72.81916666666667,6.012499999999999,44.469,6.31,242.532,504.135,8.358,1555.75,741.0
Rasuwa,2016,1057.86,6.959166666666667,67.93416666666667,6.87,44.469,6.31,242.532,504.135,8.358,1555.75,741.0
Rasuwa,2017,1026.25,6.646666666666667,70.3075,6.672499999999999,44.469,6.31,242.532,504.135,8.358,1555.75,741.0
Rasuwa,2018,30.58,6.267499999999999,69.18833333333333,6.456666666666667,44.469,6.31,242.532,504.135,8.358,1555.75,741.0
Rasuwa,2019,38.45,5.8725,73.36083333333333,5.767500000000001,44.469,6.31,242.532,504.135,8.358,1555.75,741.0
Rautahat,2003,798.39,25.5625,49.81666667,25.753247707019067,43.895,6.98,54.245,205.255,22.512,26372.0,12559.0
Rautahat,2004,1213.09,25.17583333,54.775,25.6056631930595,43.895,6.98,54.245,205.255,22.512,22669.0,12962.0
Rautahat,2005,1130.17,25.55916667,53.7775,25.87977238334926,43.895,6.98,54.245,205.255,22.512,22669.0,12962.0
Rautahat,2006,1243.42,25.28416667,55.41166667,24.90977804460633,43.895,6.98,54.245,205.255,22.512,32430.0,14100.0
Rautahat,2007,1495.56,24.6,60.2975,24.77820693453693,43.895,6.98,62.245,296.325,22.512,38310.0,15300.0
Rautahat,2008,1779.03,24.615,61.84916667,24.856847272145018,43.895,6.98,62.245,296.325,22.512,34093.0,15300.0
Rautahat,2009,998.56,25.71583333,51.60583333,25.22878025094064,43.895,6.98,62.245,296.325,22.512,37020.0,15300.0
Rautahat,2010,1050.37,25.8725,53.44333333,25.887293102753887,43.895,6.98,62.245,296.325,22.512,37020.0,15300.0
Rautahat,2011,1266.94,24.77583333,58.15083333,24.87564342347268,43.895,6.98,62.245,296.325,22.512,41626.0,15550.0
Rautahat,2012,1081.25,24.9025,53.40916667,24.43221132182597,43.895,6.98,62.245,296.325,22.512,48050.0,15500.0
Rautahat,2013,1361.97,24.46166667,59.25666667,24.473981412930925,43.895,6.98,62.245,296.325,22.512,48000.0,15450.0
Rautahat,2014,1291.43,24.9625,57.825,25.037229791176923,43.895,6.98,62.245,296.325,22.512,50375.0,15500.0
Rautahat,2015,1204.92,25.685,55.05666667,25.343810827302267,43.895,6.98,62.245,296.325,22.512,36552.833333333336,15460.0
Rautahat,2016,1017.52,26.23166667,52.60916667,26.0040055666026,43.895,6.98,62.245,296.325,22.512,36552.833333333336,15460.0
Rautahat,2017,1092.99,26.11833333,54.50333333,26.578011646498293,43.895,6.98,62.245,296.325,22.512,36552.833333333336,15460.0
Rautahat,2018,1092.99,26.11833333,54.50333333,26.41653327534809,43.895,6.98,62.245,296.325,22.512,36552.833333333336,15460.0
Rautahat,2019,1092.99,26.11833333,54.50333333,26.133168267545496,43.895,6.98,62.245,296.325,22.512,36552.833333333336,15460.0
Rolpa,2003,1200.0,22.0,54.0,22.470218716909407,44.264,6.523,114.235,485.326,17.167,14000.0,8500.0
Rolpa,2004,1560.0,25.0,56.0,25.21300483071068,44.264,6.523,114.235,485.326,17.167,14000.0,8620.0
Rolpa,2005,1542.0,26.0,54.0,25.943292267120103,44.264,6.523,114.235,485.326,17.167,14000.0,8620.0
Rolpa,2006,1562.0,24.0,57.0,23.64217568622717,44.264,6.523,114.235,485.326,17.167,11543.0,8550.0
Rolpa,2007,1542.0,24.0,58.0,23.98835026995393,44.264,6.523,114.235,485.326,17.167,14097.0,8544.0
Rolpa,2008,1654.0,19.0,59.0,18.87425707420313,44.264,6.523,114.235,485.326,17.167,10150.0,8544.0
Rolpa,2009,1452.0,23.0,56.0,23.19715281954839,44.264,6.523,114.235,485.326,17.167,11675.0,8538.0
Rolpa,2010,1654.0,25.0,51.0,25.413910328574275,44.264,6.523,114.235,485.326,17.167,11740.0,8537.0
Rolpa,2011,1452.0,24.0,52.0,24.11745403484692,44.264,6.523,114.235,485.326,17.167,16834.0,8860.0
Rolpa,2012,1871.0,25.0,53.0,24.9105960142546,44.264,6.523,114.235,485.326,17.167,15979.0,8530.0
Rolpa,2013,1974.0,24.0,56.0,23.82544484652746,44.264,6.523,114.235,485.326,17.167,21400.0,8560.0
Rolpa,2014,1564.0,21.0,54.0,20.531585816275182,44.264,6.523,114.235,485.326,17.167,22710.0,8570.0
Rolpa,2015,1585.0,25.0,58.0,25.29421424985261,44.264,6.523,114.235,485.326,17.167,14844.0,8611.4
Rolpa,2016,1564.0,21.0,57.0,21.129641038958344,44.264,6.523,114.235,485.326,17.167,14844.0,8611.4
Rolpa,2017,1546.0,23.0,59.0,22.651817626576783,44.264,6.523,114.235,485.326,17.167,14844.0,8611.4
Rolpa,2018,1546.0,23.0,59.0,23.340707693169488,44.264,6.523,114.235,485.326,17.167,14844.0,8611.4
Rolpa,2019,1546.0,23.0,59.0,22.62505462839935,44.264,6.523,114.235,485.326,17.167,14844.0,8611.4
Rukum,2003,574.18,11.080833333333333,51.9425,10.758333333333333,51.23,6.392,105.312,489.354,12.325,18215.0,11800.0
Rukum,2004,1013.42,10.929166666666667,58.075,10.449166666666668,51.23,6.392,105.312,489.354,12.325,18000.0,11000.0
Rukum,2005,1229.07,10.394166666666669,60.37416666666667,9.749166666666666,51.23,6.392,105.312,489.354,12.325,16050.0,9850.0
Rukum,2006,1136.92,10.855,62.71083333333333,10.184166666666666,51.23,6.392,105.312,489.354,12.325,14050.0,11800.0
Rukum,2007,1479.77,10.416666666666666,65.06166666666667,9.521666666666668,51.23,6.392,105.312,489.354,12.325,16520.0,11800.0
Rukum,2008,1542.35,10.475833333333332,64.14083333333333,9.8025,51.23,6.392,105.312,489.354,12.325,10894.0,11800.0
Rukum,2009,1061.99,11.161666666666669,57.39166666666667,10.549166666666666,51.23,6.392,105.312,489.354,12.325,13600.0,11800.0
Rukum,2010,1194.94,11.323333333333332,59.2425,10.72,51.23,6.392,105.312,489.354,12.325,27140.0,11800.0
Rukum,2011,1470.09,10.365,65.52416666666666,9.701666666666666,51.23,6.392,105.312,489.354,12.325,26190.0,11800.0
Rukum,2012,1176.0,10.253333333333334,62.29416666666666,9.703333333333331,51.23,6.392,105.312,489.354,12.325,26550.0,10620.0
Rukum,2013,1713.06,10.3875,69.86666666666666,9.645833333333334,51.23,6.392,105.312,489.354,12.325,27550.0,10600.0
Rukum,2014,1259.35,10.621666666666666,64.67833333333333,9.929166666666664,51.23,6.392,105.312,489.354,12.325,28000.0,11800.0
Rukum,2015,1178.17,10.510833333333334,67.27166666666666,9.860833333333334,51.23,6.392,105.312,489.354,12.325,20229.916666666668,11324.0
Rukum,2016,1173.42,11.47,61.77166666666667,10.77,51.23,6.392,105.312,489.354,12.325,20229.916666666668,11324.0
Rukum,2017,1185.95,11.250833333333333,63.7175,10.696666666666667,51.23,6.392,105.312,489.354,12.325,20229.916666666668,11324.0
Rukum,2018,45.22,10.820833333333333,64.01916666666666,10.216666666666669,51.23,6.392,105.312,489.354,12.325,20229.916666666668,11324.0
Rukum,2019,44.21,10.3475,68.14916666666666,9.724166666666669,51.23,6.392,105.312,489.354,12.325,20229.916666666668,11324.0
Rupandehi,2003,567.1,22.813333333333333,45.65,22.63833333333333,37.048,6.671,67.191,289.365,16.189,76250.0,30500.0
Rupandehi,2004,1265.41,22.160833333333333,53.76,21.67,37.048,6.671,67.191,289.365,16.189,76250.0,30500.0
Rupandehi,2005,1344.5700000000002,22.276666666666667,54.031666666666666,21.799166666666665,37.048,6.671,67.191,289.365,16.189,72400.0,30400.0
Rupandehi,2006,1308.29,22.117500000000003,56.520833333333336,21.541666666666668,37.048,6.671,67.191,289.365,16.189,85250.0,31000.0
Rupandehi,2007,1576.79,21.7575,59.12416666666667,21.185,37.048,6.671,67.191,289.365,16.189,98150.0,32000.0
Rupandehi,2008,1934.2,21.665000000000003,60.4775,21.091666666666665,37.048,6.671,67.191,289.365,16.189,94150.0,32000.0
Rupandehi,2009,1183.38,22.5425,52.60666666666666,22.00333333333333,37.048,6.671,67.191,289.365,16.189,105000.0,31000.0
Rupandehi,2010,1301.66,22.8775,54.15583333333333,22.46333333333333,37.048,6.671,67.191,289.365,16.189,105900.0,30500.0
Rupandehi,2011,1396.43,21.70833333333333,58.67583333333334,21.25333333333333,37.048,6.671,67.191,289.365,16.189,106750.0,30500.0
